   105.617584       44.1155701     P           
   105.617584       44.2513504     P           
   105.617584       44.3871307     P           
   105.617584       44.5229111     P           
   105.617584       44.6586952     P           
   105.617584       44.7944756     P           
   105.617584       44.9302559     P           
   105.617584       45.0660362     P           
   105.617584       45.2018166     P           
   105.617584       45.3376007     P           
   105.617584       45.4733810     P           
   105.617584       45.6091614     P           
   105.617584       45.7449417     P           
