   122.743927       44.1155701     sP          
   122.747009       44.2513504     sP          
   122.750122       44.3871307     sP          
   122.753265       44.5229111     sP          
   122.756378       44.6586952     sP          
   122.759460       44.7944756     sP          
   122.762573       44.9302559     sP          
   122.765686       45.0660362     sP          
   122.768799       45.2018166     sP          
   122.771881       45.3376007     sP          
   122.774994       45.4733810     sP          
   122.778076       45.6091614     sP          
   122.781189       45.7449417     sP          
