   649.266602       44.1155701     sPKiKP      
   648.308289       44.2513504     sPKiKP      
   647.351562       44.3871307     sPKiKP      
   646.396484       44.5229111     sPKiKP      
   645.443115       44.6586952     sPKiKP      
   644.491455       44.7944756     sPKiKP      
   643.541382       44.9302559     sPKiKP      
   642.593018       45.0660362     sPKiKP      
   641.646362       45.2018166     sPKiKP      
   640.701416       45.3376007     sPKiKP      
   639.758118       45.4733810     sPKiKP      
   638.816528       45.6091614     sPKiKP      
   637.876526       45.7449417     sPKiKP      
