   644.512085       44.1155701     pPKiKP      
   643.553650       44.2513504     pPKiKP      
   642.596924       44.3871307     pPKiKP      
   641.641846       44.5229111     pPKiKP      
   640.688477       44.6586952     pPKiKP      
   639.736694       44.7944756     pPKiKP      
   638.786682       44.9302559     pPKiKP      
   637.838257       45.0660362     pPKiKP      
   636.891602       45.2018166     pPKiKP      
   635.946655       45.3376007     pPKiKP      
   635.003235       45.4733810     pPKiKP      
   634.061646       45.6091614     pPKiKP      
   633.121643       45.7449417     pPKiKP      
