   443.279266       44.1155701     PcS         
   442.748291       44.2513504     PcS         
   442.219452       44.3871307     PcS         
   441.692657       44.5229111     PcS         
   441.167938       44.6586952     PcS         
   440.645172       44.7944756     PcS         
   440.124512       44.9302559     PcS         
   439.605927       45.0660362     PcS         
   439.089325       45.2018166     PcS         
   438.574677       45.3376007     PcS         
   438.062134       45.4733810     PcS         
   437.551636       45.6091614     PcS         
   437.043091       45.7449417     PcS         
